Centre,Left,Right,Steering,Brake,Throttle,Speed
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_465.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_465.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_465.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_572.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_572.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_572.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_678.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_678.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_678.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_785.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_785.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_785.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_891.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_891.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_891.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_000.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_000.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_000.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_102.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_102.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_102.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_209.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_209.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_209.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_313.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_313.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_313.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_416.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_416.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_416.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_520.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_520.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_520.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_621.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_621.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_621.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_723.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_723.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_723.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_829.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_829.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_829.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_10_930.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_10_930.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_10_930.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_038.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_038.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_038.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_144.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_144.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_144.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_247.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_247.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_247.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_352.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_352.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_352.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_455.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_455.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_455.jpg, 0, 1, 0, 30.19038
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_558.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_558.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_558.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_667.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_667.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_667.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_773.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_773.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_773.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_878.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_878.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_878.jpg, -0.2939622, 1, 0, 30.17464
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_11_979.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_11_979.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_11_979.jpg, -0.2778255, 1, 0, 30.18686
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_081.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_081.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_081.jpg, 0, 1, 0, 30.18762
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_183.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_183.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_183.jpg, 0, 1, 0, 30.19005
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_287.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_287.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_287.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_391.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_391.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_391.jpg, 0.1918074, 1, 0, 30.1793
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_493.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_493.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_493.jpg, 0.32094, 1, 0, 30.17234
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_601.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_601.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_601.jpg, 0, 1, 0, 30.18781
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_706.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_706.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_706.jpg, 0, 1, 0, 30.18991
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_808.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_808.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_808.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_12_911.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_12_911.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_12_911.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_015.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_015.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_015.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_117.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_117.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_117.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_221.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_221.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_221.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_323.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_323.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_323.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_426.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_426.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_426.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_529.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_529.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_529.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_630.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_630.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_630.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_731.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_731.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_731.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_836.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_836.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_836.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_13_940.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_13_940.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_13_940.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_042.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_042.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_042.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_146.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_146.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_146.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_254.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_254.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_254.jpg, -0.1215342, 1, 0, 30.18642
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_355.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_355.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_355.jpg, -0.1601658, 1, 0, 30.18832
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_457.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_457.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_457.jpg, 0, 1, 0, 30.18947
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_562.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_562.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_562.jpg, 0, 1, 0, 30.19017
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_663.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_663.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_663.jpg, 0, 1, 0, 30.19012
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_765.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_765.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_765.jpg, 0, 1, 0, 30.1902
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_870.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_870.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_870.jpg, 0, 1, 0, 30.19021
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_14_976.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_14_976.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_14_976.jpg, 0, 1, 0, 30.1902
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_080.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_080.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_080.jpg, -0.1359723, 1, 0, 30.1853
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_183.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_183.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_183.jpg, -0.2568894, 1, 0, 30.18046
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_287.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_287.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_287.jpg, 0, 1, 0, 30.18848
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_388.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_388.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_388.jpg, 0, 1, 0, 30.1902
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_490.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_490.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_490.jpg, 0, 1, 0, 30.19047
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_594.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_594.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_594.jpg, 0, 1, 0, 30.19016
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_695.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_695.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_695.jpg, 0, 1, 0, 30.19035
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_797.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_797.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_797.jpg, 0, 1, 0, 30.18989
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_15_902.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_15_902.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_15_902.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_002.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_002.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_002.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_108.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_108.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_108.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_210.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_210.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_210.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_313.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_313.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_313.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_415.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_415.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_415.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_523.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_523.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_523.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_635.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_635.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_635.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_746.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_746.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_746.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_847.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_847.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_847.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_16_950.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_16_950.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_16_950.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_053.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_053.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_053.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_159.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_159.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_159.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_261.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_261.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_261.jpg, 0, 1, 0, 30.1904
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_363.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_363.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_363.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_465.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_465.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_465.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_569.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_569.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_569.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_672.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_672.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_672.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_774.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_774.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_774.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_879.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_879.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_879.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_17_985.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_17_985.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_17_985.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_091.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_091.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_091.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_192.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_192.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_192.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_294.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_294.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_294.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_403.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_403.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_403.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_505.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_505.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_505.jpg, -0.0907953, 1, 0, 30.18826
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_611.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_611.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_611.jpg, -0.1956144, 1, 0, 30.18382
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_711.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_711.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_711.jpg, 0, 1, 0, 30.18931
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_813.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_813.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_813.jpg, 0, 1, 0, 30.19015
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_18_914.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_18_914.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_18_914.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_020.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_020.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_020.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_126.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_126.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_126.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_227.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_227.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_227.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_332.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_332.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_332.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_433.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_433.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_433.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_19_539.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_19_539.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_19_539.jpg, 0, 1, 0, 30.19032
